StateID,Time(s),Position(m),Speed(m/s),Acceleration(m/s^2),constrainedPosition(m),desiredPosition(m),expectedDeisiredPosition(m),deviatedDesiredDisplacement(m)
0,0.0,-4.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.2,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
2,2.4,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
3,3.6,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
4,4.8,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
5,6.0,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
6,7.2,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
7,8.4,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
8,9.6,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
9,10.8,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
10,12.0,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
11,13.2,-4.00,0.00,0.00,-4.00,-2.65,-2.65,0.00
12,14.4,-4.00,0.00,1.13,-4.00,-2.65,-2.65,0.00
13,15.6,-2.65,1.13,1.08,-2.65,-2.65,-2.65,0.00
14,16.8,-0.00,2.21,1.04,-0.00,-0.00,-0.00,0.00
15,18.0,3.89,3.24,0.99,3.89,3.89,3.89,0.00
16,19.2,8.97,4.24,0.95,8.97,8.97,8.97,0.00
17,20.4,15.20,5.19,0.92,15.20,15.20,15.20,0.00
18,21.6,22.53,6.11,0.88,22.53,22.53,22.53,0.00
19,22.8,30.91,6.98,0.84,30.91,30.91,30.91,0.00
20,24.0,40.30,7.83,0.81,40.30,40.30,40.30,0.00
21,25.2,50.67,8.64,0.78,50.67,50.67,50.67,0.00
22,26.4,61.96,9.41,0.74,61.96,61.96,61.96,0.00
23,27.6,74.15,10.16,0.71,74.15,74.15,74.15,0.00
24,28.8,87.19,10.87,0.69,87.19,87.19,87.19,0.00
25,30.0,101.06,11.56,0.66,101.06,101.06,101.06,0.00
26,31.2,115.71,12.21,0.63,115.71,115.71,115.71,0.00
27,32.4,131.12,12.84,0.61,131.12,131.12,131.12,0.00
28,33.6,147.26,13.45,0.58,147.26,147.26,147.26,0.00
29,34.8,164.10,14.03,0.56,164.10,164.10,164.10,0.00
30,36.0,181.60,14.59,0.53,181.60,181.60,181.60,0.00
31,37.2,199.75,15.12,0.51,199.75,199.75,199.75,0.00
32,38.4,218.51,15.63,0.49,218.51,218.51,218.51,0.00
33,39.6,237.86,16.13,0.47,237.86,237.86,237.86,0.00
34,40.8,257.77,16.60,0.45,257.77,257.77,257.77,0.00
35,42.0,278.24,17.05,0.43,278.24,278.24,278.24,0.00
36,43.2,299.22,17.49,0.42,299.22,299.22,299.22,0.00
37,44.4,320.70,17.90,0.40,320.70,320.70,320.70,0.00
38,45.6,342.67,18.30,0.38,342.67,342.67,342.67,0.00
39,46.8,365.09,18.69,0.37,365.09,365.09,365.09,0.00
40,48.0,387.96,19.06,0.35,387.96,387.96,387.96,0.00
41,49.2,411.25,19.41,0.34,411.25,411.25,411.25,0.00
42,50.4,434.94,19.75,0.33,434.94,434.94,434.94,0.00
43,51.6,459.03,20.07,0.31,459.03,459.03,459.03,0.00
44,52.8,483.49,20.39,0.30,483.49,483.49,483.49,0.00
45,54.0,508.32,20.68,0.29,508.32,508.32,508.32,0.00
46,55.2,533.48,20.97,0.28,533.48,533.48,533.48,0.00
47,56.4,558.98,21.25,0.26,558.98,558.98,558.98,0.00
48,57.6,584.79,21.51,0.25,584.79,584.79,584.79,0.00
49,58.8,610.91,21.77,0.24,610.91,610.91,610.91,0.00
50,60.0,637.33,22.01,0.23,637.33,637.33,637.33,0.00
51,61.2,664.02,22.24,0.22,664.02,664.02,664.02,0.00
52,62.4,690.98,22.47,0.22,690.98,690.98,690.98,0.00
53,63.6,718.20,22.68,0.21,718.20,718.20,718.20,0.00
54,64.8,745.67,22.89,0.20,745.67,745.67,745.67,0.00
55,66.0,773.37,23.09,0.19,773.37,773.37,773.37,0.00
56,67.2,801.30,23.28,0.18,801.30,801.30,801.30,0.00
57,68.4,829.45,23.46,0.17,829.45,829.45,829.45,0.00
58,69.6,857.82,23.63,0.17,857.82,857.82,857.82,0.00
59,70.8,886.38,23.80,0.16,886.38,886.38,886.38,0.00
60,72.0,915.13,23.96,0.15,915.13,915.13,915.13,0.00
61,73.2,944.07,24.12,0.15,944.07,944.07,944.07,0.00
62,74.4,973.19,24.27,0.14,973.19,973.19,973.19,0.00
63,75.6,1002.48,24.41,0.14,1002.48,1002.48,1002.48,0.00
64,76.8,1031.94,24.54,0.13,1031.94,1031.94,1031.94,0.00
65,78.0,1061.55,24.68,0.13,1061.55,1061.55,1061.55,0.00
66,79.2,1091.31,24.80,0.12,1091.31,1091.31,1091.31,0.00
67,80.4,1121.22,24.92,0.12,1121.22,1121.22,1121.22,0.00
68,81.6,1151.26,25.04,0.11,1151.26,1151.26,1151.26,0.00
69,82.8,1181.44,25.15,0.11,1181.44,1181.44,1181.44,0.00
70,84.0,1211.74,25.25,0.10,1211.74,1211.74,1211.74,0.00
71,85.2,1242.17,25.36,0.10,1242.17,1242.17,1242.17,0.00
72,86.4,1272.72,25.45,0.09,1272.72,1272.72,1272.72,0.00
73,87.6,1303.38,25.55,0.09,1303.38,1303.38,1303.38,0.00
74,88.8,1334.14,25.64,0.09,1334.14,1334.14,1334.14,0.00
75,90.0,1365.01,25.73,0.08,1365.01,1365.01,1365.01,0.00
76,91.2,1395.98,25.81,0.08,1395.98,1395.98,1395.98,0.00
77,92.4,1427.05,25.89,0.08,1427.05,1427.05,1427.05,0.00
78,93.6,1458.21,25.96,0.07,1458.21,1458.21,1458.21,0.00
79,94.8,1489.45,26.04,0.07,1489.45,1489.45,1489.45,0.00
80,96.0,1520.78,26.11,0.07,1520.78,1520.78,1520.78,0.00
81,97.2,1552.20,26.18,0.06,1552.20,1552.20,1552.20,0.00
82,98.4,1583.69,26.24,0.06,1583.69,1583.69,1583.69,0.00
83,99.6,1615.25,26.30,0.06,1615.25,1615.25,1615.25,0.00
84,100.8,1646.88,26.36,0.06,1646.88,1646.88,1646.88,0.00
85,102.0,1678.59,26.42,0.05,1678.59,1678.59,1678.59,0.00
86,103.2,1710.36,26.47,0.05,1710.36,1710.36,1710.36,0.00
87,104.4,1742.19,26.53,0.05,1742.19,1742.19,1742.19,0.00
88,105.6,1774.08,26.58,0.05,1774.08,1774.08,1774.08,0.00
89,106.8,1806.04,26.63,0.05,1806.04,1806.04,1806.04,0.00
90,108.0,1838.04,26.67,0.04,1838.04,1838.04,1838.04,0.00
91,109.2,1870.11,26.72,0.04,1870.11,1870.11,1870.11,0.00
92,110.4,1902.22,26.76,0.04,1902.22,1902.22,1902.22,0.00
93,111.6,1934.38,26.80,0.04,1934.38,1934.38,1934.38,0.00
94,112.8,1966.59,26.84,0.04,1966.59,1966.59,1966.59,0.00
95,114.0,1998.85,26.88,0.04,1998.85,1998.85,1998.85,0.00
96,115.2,2031.14,26.92,0.00,2031.14,2031.14,2031.14,0.00
